especie_cod,especie,nombre_cientifico,genero,grupo,habito,arboreo,origen,confianza_origen,monumento_natural,decreto_mn,invasora,estado_conservacion_RCE
Pq,pulika,Parastrephia quadrangularis,Parastrephia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Pt,Tola,Parastrephia teretiuscula,Parastrephia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pc,Patosia clandestina,Patosia clandestina,Patosia,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p10,Pectocarya anomala,Pectocarya anomala,Pectocarya,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pf,Pectocarya dimorpha,Pectocarya dimorpha,Pectocarya,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pk,Pectocarya linearis,Pectocarya linearis,Pectocarya,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p13,Pennisetum clandestinum,Pennisetum clandestinum,Pennisetum,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
p7,Perityle emoryi,Perityle emoryi,Perityle,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Pm,chaura,Pernettya mucronata,Pernettya,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Py,chaura,Pernettya pumila,Pernettya,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PA1,Persea americana,Persea americana,Persea,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
PL,lingue,Persea lingue,Persea,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PM,lingue del norte,Persea meyeniana,Persea,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PB,boldo,Peumus boldus,Peumus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
P1,coicopihue,Philesia magellanica,Philesia,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p40,Philippiamra amaranthoides,Philippiamra amaranthoides,Philippiamra,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p15,Philippiamra celosioides,Philippiamra celosioides,Philippiamra,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pa,Phleum alpinum,Phleum alpinum,Phleum,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
pj,Phragmites australis,Phragmites australis,Phragmites,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
P3,Phrodus microphyllus,Phrodus microphyllus,Phrodus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
y2,Phylloscirpus acaulis,Phylloscirpus acaulis,Phylloscirpus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
wÃ,Phylloscirpus deserticola,Phylloscirpus deserticola,Phylloscirpus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
wñ,Phylloscirpus deserticola,Phylloscirpus deserticola,Phylloscirpus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PU,ciprés de las guaitecas,Pilgerodendron uviferum,Pilgerodendron,Conifera,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,En Peligro
PK,coihue,Pinus contorta,Pinus,Conifera,Arbol,Sí,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
PE,pino marítimo,Pinus pinaster,Pinus,Conifera,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
PY,pino piñonero,Pinus pinea,Pinus,Conifera,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
PD,lenga,Pinus ponderosa,Pinus,Conifera,Arbol,Sí,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
PR,pino insigne,Pinus radiata,Pinus,Conifera,Arbol,Sí,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
PW,pino escocés,Pinus silvestris,Pinus,Conifera,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
PS1,Pinus sp.,Pinus sp.,Pinus,Conifera,Arbol,Sí,Exotica,media,No,No aplica,No,Sin dato - no verificado en RCE
b9,Piptochaetium montevidense,Piptochaetium montevidense,Piptochaetium,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ps1,Piptochaetium setosum,Piptochaetium setosum,Piptochaetium,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ps,Piptochaetium stipoides,Piptochaetium stipoides,Piptochaetium,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p28,Plantago barbata,Plantago barbata,Plantago,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pp,Plantago hispidula,Plantago hispidula,Plantago,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pl,siete venas,Plantago lanceolata,Plantago,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
pt,Plantago rancaguae,Plantago rancaguae,Plantago,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p24,Plantago sericea,Plantago sericea,Plantago,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p19,Plantago sp.,Plantago sp.,Plantago,Latifoliada,Hierba,No,Nativa,baja,No,No aplica,No aplica,Sin dato - no verificado en RCE
p18,Plantago tubulosa,Plantago tubulosa,Plantago,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Pe,cola de ratón,Pleocarphus revolutus,Pleocarphus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
px,lengua de gallina,Pleurophora pungens,Pleurophora,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p29,Pleurophora pusilla,Pleurophora pusilla,Pleurophora,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
P2,Chilca,Pluchea chingoyo,Pluchea,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pa4,Poa acinaciphylla,Poa acinaciphylla,Poa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pa1,Poa alopecurus,Poa alopecurus,Poa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
on,pasto piojillo,Poa annua,Poa,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
ph,Poa holciformis,Poa holciformis,Poa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pr,Poa pratensis,Poa pratensis,Poa,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
ps2,Poa secunda,Poa secunda,Poa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
zx,Poa sp.,Poa sp.,Poa,Monocotiledonea,Graminea,No,Nativa,baja,No,No aplica,No aplica,Sin dato - no verificado en RCE
p45,Poa spiciformis,Poa spiciformis,Poa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PN,mañio de hojas punzantes,Podocarpus nubigenus,Podocarpus,Conifera,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PS,mañio de hojas largas,Podocarpus salignus,Podocarpus,Conifera,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Vulnerable
P6,Polyachyrus cinereus,Polyachyrus cinereus,Polyachyrus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Pf,Polyachyrus fuscus,Polyachyrus fuscus,Polyachyrus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
QU,Queñoa,Polylepis rugulosa,Polylepis,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
QT,Queñoa de altura,Polylepis tarapacana,Polylepis,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
am,Polypogon magellanicus,Polypogon magellanicus,Polypogon,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
py,Polystichum sp.,Polystichum sp.,Polystichum,Helecho,Helecho,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
PH,álamo,Populus alba,Populus,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
PI,álamo,Populus nigra,Populus,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
PZ,álamo,Populus sp.,Populus,Latifoliada,Arbol,Sí,Exotica,media,No,No aplica,No,Sin dato - no verificado en RCE
PX,Populus x euroamericana,Populus x euroamericana,Populus,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
GU,guayacán,Porlieria chilensis,Porlieria,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pl1,Potamogeton linguatus,Potamogeton linguatus,Potamogeton,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pa2,Potentilla anserina,Potentilla anserina,Potentilla,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
fc,frutilla silvestre,Potentilla chiloensis,Potentilla,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
LW,"palo colorado,lúcumo silvestre",Pouteria splendens,Pouteria,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,En Peligro
PP,algarrobo del norte,Prosopis alba,Prosopis,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PC,algarrobo,Prosopis chilensis,Prosopis,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PF,Prosopis flexuosa,Prosopis flexuosa,Prosopis,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ps,"Retortón, fortuna, tamarugo enan",Prosopis strombulifera,Prosopis,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PT,Tamarugo,Prosopis tamarugo,Prosopis,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Pb,olivillo,Proustia baccharoides,Proustia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ye,yegua,Proustia cinerea,Proustia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Pc,huañil,Proustia cuneifolia,Proustia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Px,olivillo,Proustia ilicifolia,Proustia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
P8,Proustia tipia,Proustia tipia,Proustia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
PA,lleuque,Prumnopitys andina,Prumnopitys,Conifera,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Vulnerable
pv,hierba mora,Prunella vulgaris,Prunella,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
PO,pino oregón,Pseudotsuga menziesii,Pseudotsuga,Conifera,Arbol,Sí,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
p20,Puccinellia frigida,Puccinellia frigida,Puccinellia,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
u4,Puccinellia glaucescens,Puccinellia glaucescens,Puccinellia,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p47,Puccinellia magellanica,Puccinellia magellanica,Puccinellia,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p51,Puccinellia pusilla,Puccinellia pusilla,Puccinellia,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p48,Puccinellia sp.,Puccinellia sp.,Puccinellia,Monocotiledonea,Graminea,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
pP,puya,Puya alpestris,Puya,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pB,chagual,Puya berteroniana,Puya,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pC,cardón,Puya chilensis,Puya,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pA,Puya coerulea,Puya coerulea,Puya,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
pV,chagualillo,Puya venusta,Puya,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p21,Llaretilla,Pycnophyllum bryoides,Pycnophyllum,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p23,Llaretilla,Pycnophyllum molle,Pycnophyllum,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
QR,encina,Quercus robur,Quercus,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
QS,quillay,Quillaja saponaria,Quillaja,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ff,quinchamalí,Quinchamalium chilense,Quinchamalium,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
r12,Racomitrium sp.,Racomitrium sp.,Racomitrium,Briofita,Briofita,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
rn,Ranunculus peduncularis,Ranunculus peduncularis,Ranunculus,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ru,Ranunculus pubescens,Ranunculus pubescens,Ranunculus,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
r13,Ranunculus repens,Ranunculus repens,Ranunculus,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
r17,Ranunculus sp.,Ranunculus sp.,Ranunculus,Latifoliada,Hierba,No,Sin determinar,baja,No,No aplica,No aplica,Sin dato - no verificado en RCE
q2,Raphanus sativus,Raphanus sativus,Raphanus,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
rr,mostacilla,Rapistrum rugosum,Rapistrum,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
Pl,sauco del diablo,Raukaua laetevirens,Raukaua,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Re,retamilla,Retanilla ephedra,Retanilla,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Rq,Retanilla quinquinervia,Retanilla quinquinervia,Retanilla,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Rt,Retanilla stricta,Retanilla stricta,Retanilla,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Xo,tebo,Retanilla trinervia,Retanilla,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Rs,arrayán macho,Rhaphithamnus spinosus,Rhaphithamnus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Rc,Ribes cucullatum,Ribes cucullatum,Ribes,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ri,parrilla falsa,Ribes integrifolium,Ribes,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Xq,Ribes trilobum,Ribes trilobum,Ribes,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
RP,falsa acacia,Robinia pseudoacacia,Robinia,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
Rn,rosa mosqueta,Rosa moschata,Rosa,Latifoliada,Arbusto,No,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
Rh,Rosa rubiginosa,Rosa rubiginosa,Rosa,Latifoliada,Arbusto,No,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
R4,Rosa sp.,Rosa sp.,Rosa,Latifoliada,Arbusto,No,Exotica,media,No,No aplica,No,Sin dato - no verificado en RCE
r14,Rostkovia magellanica,Rostkovia magellanica,Rostkovia,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
re,frutilla,Rubus geoides,Rubus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ru,zarzamora,Rubus ulmifolius,Rubus,Latifoliada,Arbusto,No,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
ra,vinagrillo,Rumex acetosella,Rumex,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
rc,romaza,Rumex crispus,Rumex,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
r16,Rumex sp.,Rumex sp.,Rumex,Latifoliada,Hierba,No,Exotica,baja,No,No aplica,No,Sin dato - no verificado en RCE
wg,calahuala,Rumohra adiantiformis,Rumohra,Helecho,Helecho,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
r11,Ruppia filifolia,Ruppia filifolia,Ruppia,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
wh,pelo de marisma,Ruppia maritima,Ruppia,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
rq,Rytidosperma sp.,Rytidosperma sp.,Rytidosperma,Monocotiledonea,Graminea,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
rv,Rytidosperma virescens,Rytidosperma virescens,Rytidosperma,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
SB,sauce llorón,Salix babylonica,Salix,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
SR,sauce cabruno,Salix caprea,Salix,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
SH,sauce amargo,Salix humboldtiana,Salix,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
SS,Salix sp.,Salix sp.,Salix,Latifoliada,Arbol,Sí,Sin determinar,baja,No,No aplica,No aplica,Sin dato - no verificado en RCE
SA,sauce mimbre,Salix viminalis,Salix,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
R3,Sarcocornia andina,Sarcocornia andina,Sarcocornia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S27,Sarcocornia magellanica,Sarcocornia magellanica,Sarcocornia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S2,sosa alacranera,Sarcocornia neei,Sarcocornia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
wp,Sarcocornia pulvinata,Sarcocornia pulvinata,Sarcocornia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
SC,mañio de hojas cortas,Saxegothaea conspicua,Saxegothaea,Conifera,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
SO,pimiento,Schinus areira,Schinus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
SL,molle,Schinus latifolius,Schinus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Sl,laura,Schinus marchandii,Schinus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Sp,litrecillo,Schinus montanus,Schinus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
So,Schinus patagonicus,Schinus patagonicus,Schinus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
SP,huingán,Schinus polygamus,Schinus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
SI,Schinus sp.,Schinus sp.,Schinus,Latifoliada,Arbol,Sí,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
sa,vatro,Schoenoplectus americanus,Schoenoplectus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s29,Schoenoplectus californicus,Schoenoplectus californicus,Schoenoplectus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
wo,Totora,Schoenoplectus pungens,Schoenoplectus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s28,Schoenoplectus pungens,Schoenoplectus pungens,Schoenoplectus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sz,Schoenus andinus,Schoenus andinus,Schoenus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s30,Schoenus antarcticus,Schoenus antarcticus,Schoenus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sr1,Schoenus rhynchosporoides,Schoenus rhynchosporoides,Schoenus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ss1,Schoenus sp.,Schoenus sp.,Schoenus,Monocotiledonea,Acuatica,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
s19,Scirpus asper,Scirpus asper,Scirpus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sc,Scirpus californicus,Scirpus californicus,Scirpus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s38,Scirpus sp.,Scirpus sp.,Scirpus,Monocotiledonea,Acuatica,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
n2,Selliera radicans,Selliera radicans,Selliera,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sd,hierba zonza,Senecio adenotrichius,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Sj,Senecio atacamensis,Senecio atacamensis,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S17,Senecio bahioides,Senecio bahioides,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S11,Viravira,Senecio behnii,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Xu,Senecio benaventianus,Senecio benaventianus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Sb,Senecio brunonianus,Senecio brunonianus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S25,Senecio dryophyllus,Senecio dryophyllus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
De,Senecio eruciformis,Senecio eruciformis,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S28,Senecio filaginoides,Senecio filaginoides,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Fr,Senecio francisci,Senecio francisci,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Nw,Senecio leucus,Senecio leucus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Su,Chachacoma,Senecio nutans,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S12,Koya blanca,Senecio olivaceobracteatus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S31,Senecio oreophyton,Senecio oreophyton,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Sz,Kopa de condor,Senecio pappii,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
St,Senecio patagonicus,Senecio patagonicus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S30,Senecio proteus,Senecio proteus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S26,Senecio rosmarinus,Senecio rosmarinus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S29,Senecio saxicola,Senecio saxicola,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S22,Senecio sinuatilobus,Senecio sinuatilobus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ss,Senecio sp.,Senecio sp.,Senecio,Latifoliada,Arbusto,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
s32,Senecio trifurcatus,Senecio trifurcatus,Senecio,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Sc,quebracho,Senna candolleana,Senna,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
